rank,wcaId,name,single,average,single_score,average_score
3041,2016ULKU02,Kaan Ulkusal,694.09,785.76,31.07,27.85
3042,2016BERE01,Allan Beres,694.39,748.97,31.03,31.76
3043,2012SAVA01,Quentin Savard,694.43,745.02,31.02,32.21
3044,2016GORE02,Neel Gore,694.44,754.45,31.02,31.15
3045,2010SMIT01,Andy Smith,694.67,756.99,31.0,30.87
3046,2014DECO01,Mike DeCock,694.96,734.12,30.96,33.48
3047,2011CHAU05,Peter Chau,694.96,767.78,30.96,29.7
3048,2010PAPP01,Nick Pappas,694.98,757.82,30.96,30.78
3049,2015KWON02,Jihoon Kwon,695.18,747.59,30.93,31.92
3050,2007LING01,Alexander Lin,695.22,746.25,30.93,32.07
3051,2014GRAY01,Connor Gray,695.26,757.13,30.92,30.85
3052,2015NORL01,Eirik Frydenlund,695.33,763.1,30.92,30.2
3053,2017FEBR01,Ariq Rifqi,695.47,743.07,30.9,32.44
3054,2003BRUC01,Ron van,695.77,877.91,30.86,20.01
3055,2018SAUC02,Carlos Francisco,695.94,754.36,30.84,31.16
3056,2015TUTT02,James Tuttle,696.08,757.91,30.83,30.77
3057,2016SEMI01,Alexey Semichastnov,696.11,744.06,30.82,32.32
3058,2016DICK03,Eng Dickson,696.17,750.05,30.81,31.64
3059,2017ZHUX01,Xiaoliang Zhu,696.27,770.9,30.8,29.37
3060,2017VILJ01,Jami Viljanen,696.88,739.96,30.73,32.8
3061,2010GABR01,Kai Gabriel,697.06,773.91,30.71,29.06
3062,2018JIME14,Emilio Alberto,697.2,749.23,30.69,31.73
3063,2013CONT02,Johannes Antonius,697.58,753.43,30.64,31.26
3064,2012CAPP01,Gabriele Cappelletti,697.69,758.14,30.63,30.74
3065,2011ZENI01,Jair José,697.75,744.87,30.62,32.23
3066,2016BROW02,Caleb Brownlie,697.89,751.29,30.61,31.5
3067,2015NICH04,Andy Nicholls,698.07,760.67,30.59,30.46
3068,2014SIME01,Edbert Sim,698.08,774.16,30.58,29.03
3069,2015VALE04,Jesslyn Valerie,698.15,756.31,30.58,30.94
3070,2014FURE01,Corentin Furet,698.19,734.45,30.57,33.44
3071,2018NORS01,Aasmund Gabestad,698.28,743.1,30.56,32.43
3072,2019CRIS01,Noah Crisp,698.42,830.16,30.54,23.74
3073,2013GALI03,Joaquin Ignacio,698.68,740.07,30.51,32.78
3074,2018WEBE04,Samuel Weber,698.75,770.15,30.5,29.45
3075,2012TERE01,Ilya Tsiareshka,698.88,772.37,30.49,29.22
3076,2016CAMP22,Mark Campbell,699.29,740.99,30.44,32.68
3077,2015NJAM01,Magne Njå,699.52,759.51,30.41,30.59
3078,2014SORI01,Misael Gómez,700.0,759.34,30.36,30.61
3079,2008TRAN02,Chris Tran,700.14,747.53,30.34,31.93
3080,2012HOFL01,Julian Höfler,700.17,757.92,30.34,30.76
3081,2015FEDE01,Alexis Fedeler,700.47,733.55,30.3,33.55
3082,2009COLO03,Matteo Colombo,700.56,772.32,30.29,29.22
3083,2017TRIV01,Dustin Trivette,700.76,761.05,30.27,30.42
3084,2018KOVI02,Pavel Kovirzin,700.99,747.81,30.24,31.89
3085,2012XIEG01,Geng Xie,701.0,759.71,30.24,30.57
3086,2014KUDO01,Daniel Junji,701.05,733.98,30.23,33.5
3087,2006COLL01,Jimmy Coll,701.19,793.89,30.21,27.05
3088,2013WEIY02,Yelong Wei,701.26,781.43,30.21,28.28
3089,2013WENS01,Wenshun Zhou,701.28,723.43,30.2,34.77
3090,2019SONG21,Joon Song,701.51,749.45,30.18,31.71
3091,2010KREY01,Florian Kreyssig,701.56,789.64,30.17,27.46
3092,2019RASO03,Luke Rasor,701.64,753.36,30.16,31.27
3093,2018WALD03,Eric Waldbillig,701.68,734.52,30.16,33.43
3094,2017STRO04,Oliver Bjurek,701.9,760.94,30.13,30.43
3095,2018JOHN06,Colton Johnston,701.95,749.29,30.13,31.73
3096,2014ESQU01,Luis Roberto,702.22,757.45,30.09,30.82
3097,2010EVDO01,Nikolay Evdokimov,702.23,736.37,30.09,33.22
3098,2014QUAN02,Trần Mạnh,702.28,746.92,30.09,32.0
3099,2012SANG02,Rishabh Sanghavi,702.47,741.85,30.06,32.58
3100,2018PARA02,Pavlo Parafilo,702.63,794.51,30.04,26.99
3101,2016YANG55,Zhenduo Yang,702.76,733.83,30.03,33.52
3102,2019TRAN17,Long Hoang,702.82,741.5,30.02,32.62
3103,2015FERA01,Rachel Feran,702.85,776.42,30.02,28.79
3104,2017BRAD06,Conor Bradding,702.88,749.08,30.02,31.75
3105,2016POLI01,Maksym Poliakov,703.15,754.62,29.98,31.13
3106,2017KUMA30,Sukesh Kumar,703.34,774.73,29.96,28.97
3107,2017KONG09,Yitong Kong,703.36,744.06,29.96,32.32
3108,2018FROE01,Jaden Froese,703.45,762.75,29.95,30.24
3109,2016MONT05,Diego Montes,703.52,759.61,29.94,30.58
3110,2012KAPU01,Alexander Kapustin,703.73,755.44,29.92,31.04
3111,2015KESW01,Akshay Keswani,703.88,776.65,29.9,28.77
3112,2010GIRO01,Paolo Girotti,704.11,771.06,29.87,29.35
3113,2015HAST01, ,704.29,747.32,29.85,31.95
3114,2012CHAK03,Evgeny Chak,704.4,749.72,29.84,31.68
3115,2015BURK03,Cameron Burke,704.81,743.82,29.79,32.35
3116,2010ROSE03,Dennis Rosero,704.83,760.26,29.79,30.51
3117,2013CHEN47,Jonah Chen,704.85,772.17,29.78,29.24
3118,2018TRUD02,Zachary Trudell,704.87,761.37,29.78,30.39
3119,2019TROT01,William Trotter,705.34,756.44,29.73,30.93
3120,2007COMP01,Emile Compion,705.77,759.23,29.68,30.62
3121,2009CAOJ02,Jiarui Cao,705.89,743.52,29.66,32.38
3122,2010YAMA04,Yuki Yamamoto,706.09,735.48,29.64,33.32
3123,2017PANS02,Shengqi Pan,706.19,772.23,29.63,29.23
3124,2014LUYT01,Pieter Luyten,706.57,742.01,29.58,32.56
3125,2017FAIZ01,Mohamad Adrian,706.97,760.59,29.54,30.47
3126,2012HANS04,Abbe Hansen,707.4,759.02,29.49,30.64
3127,2018ARCE01,Andrei M.,707.47,755.92,29.48,30.99
3128,2015ISAZ01,Alejandro Isaza,707.55,800.5,29.47,26.41
3129,2010PHAM09,Phạm Việt,707.59,757.08,29.47,30.86
3130,2016BUTT01,Attilio Buttiglione,707.62,802.81,29.46,26.19
3131,2012KREM02,Juraj Kremser,707.86,763.24,29.44,30.19
3132,2014THUV01,Johan Thuvesen,707.92,756.43,29.43,30.93
3133,2017RAHM12,Sami Rahman,708.42,739.75,29.37,32.82
3134,2016DOMI05,Isidro Ramírez,708.56,762.99,29.35,30.21
3135,2009DINI01,Felipe de,708.7,840.96,29.34,22.84
3136,2018CALL07,Jairo Santiago,708.71,794.58,29.34,26.98
3137,2017DZUL02,Muhammad Fitri,709.04,744.35,29.3,32.29
3138,2017BLEN01,Janik Blenckner,709.05,799.71,29.3,26.49
3139,2014GARC27,Arthur Garcin,709.31,797.44,29.27,26.7
3140,2008KEAR01,Nathan Kearney,709.81,750.86,29.21,31.55
3141,2015COOK03, Sarah,709.89,792.83,29.2,27.15
3142,2015JAIN03,Anurag Jain,709.95,777.42,29.2,28.69
3143,2015ALCO02,Carlos Molina,709.95,729.06,29.2,34.09
3144,2014KUMA42,Priyanshu Kumar,710.01,771.11,29.19,29.35
3145,2012STRA02,Roman Strakhov,710.1,766.58,29.18,29.83
3146,2010PROT01,Kirt Protacio,710.21,750.18,29.17,31.63
3147,2010MEHR01,Malte von,710.3,760.94,29.15,30.43
3148,2015AMER01,Gabriel Valenciano,710.52,783.92,29.13,28.03
3149,2011KOWO01,Paweł Kowol,711.29,752.62,29.04,31.35
3150,2019PENG03,Jacob Peng,711.4,760.37,29.03,30.5
3151,2011CHIN02,Jerome Lam,711.49,785.7,29.02,27.85
3152,2008CHEN10,Chio Wai,711.86,812.0,28.98,25.34
3153,2009WILL02,Marco Willems,711.93,788.49,28.97,27.57
3154,2018CARR06,Leonardo José,711.96,769.21,28.97,29.55
3155,2015JIAN03,Ken Jiang,712.24,748.37,28.93,31.83
3156,2007JAKU01,Marcin Jakubowski,712.3,771.37,28.93,29.32
3157,2017ZHAO15,Shuo Zhao,712.36,760.66,28.92,30.47
3158,2017DOWI01,Will Do,712.51,765.9,28.9,29.9
3159,2017ABDU03,Akmal Abduazizov,712.51,761.74,28.9,30.35
3160,2008DANG01,Bobby D'Angelo,712.75,755.16,28.88,31.07
3161,2010ZHAN01,Haifeng Zhang,712.85,806.31,28.86,25.87
3162,2012SAMO01,Maksym Samoilenko,713.33,787.71,28.81,27.65
3163,2013CHEN81,Jie Chen,713.45,778.29,28.8,28.6
3164,2016JANO01,Jēkabs Janovs,713.66,756.17,28.77,30.96
3165,2017KAOO01,Ooi Zhen,713.81,740.72,28.76,32.71
3166,2019MARK03,Matej Marković,713.87,773.22,28.75,29.13
3167,2009BATT01,Chad Batten,713.94,756.92,28.74,30.87
3168,2010TERU01,Alexandre Key,714.31,772.77,28.7,29.17
3169,2015RAHH01,Hyun-Kyoo Rah,714.66,764.87,28.66,30.01
3170,2010UTOM02,Abner Priyo,714.8,801.32,28.64,26.33
3171,2014JOYO01,Yong Hyeon,715.09,814.65,28.61,25.1
3172,2017ERSA01,Ernur Ersayynov,715.56,753.1,28.56,31.3
3173,2010BAYL01,Nat Baylon,715.67,762.35,28.55,30.28
3174,2012CARD01,Oscar Javier,715.84,798.0,28.53,26.65
3175,2014ALVA04,Alfonso Jose,715.9,774.45,28.52,29.0
3176,2015SOLO01,Konstantin Solovev,716.07,805.47,28.5,25.94
3177,2018LEAJ01,AJ Le,716.16,818.84,28.49,24.73
3178,2008KUID01,Dániel Kui,716.22,780.17,28.49,28.41
3179,2014WANG47,Haoran Wang,716.25,748.28,28.48,31.84
3180,2012ARTH01,Noah Arthurs,716.92,790.82,28.41,27.35
3181,2013SING12,Abhimanyu Singhal,717.0,759.17,28.4,30.63
3182,2012MAHA01,Ronald Ken,717.42,770.57,28.35,29.4
3183,2013ESTE02,Augusto Rosa,717.68,804.54,28.32,26.03
3184,2008ZHON01,Qirun Zhong,718.04,831.77,28.28,23.6
3185,2015MAPP01,Bobby Mapp,718.13,767.83,28.27,29.69
3186,2007SEID01,Alex Seidler,718.24,768.44,28.26,29.63
3187,2017HJER01,Owen Hjerpe,718.29,797.01,28.25,26.74
3188,2017BEEM01,Seb van,718.35,777.35,28.25,28.7
3189,2013HUAN03,Hector Huanqque,718.71,784.84,28.21,27.94
3190,2010DIRK01,Christian Dirks,719.02,785.67,28.17,27.86
3191,2016DEAN01,Cooper Dean,719.03,776.0,28.17,28.84
3192,2009MANZ01,Luigi Manzo,719.54,771.45,28.12,29.31
3193,2012SCHA01,Daniel Schäfer,719.59,798.93,28.11,26.56
3194,2017KUOT02,Sandra Kuotesaho,719.69,788.4,28.1,27.58
3195,2014MORE05,Pedro Miranda,719.82,779.77,28.09,28.45
3196,2017AVER02,Sietse Averesch,719.91,818.58,28.08,24.75
3197,2017STUD01,Yi-Van Studenov,720.02,752.81,28.06,31.33
3198,2015RINA01,Federico Rinalduzzi,720.02,747.92,28.06,31.88
3199,2010HUYE01,Yefeng Hu,720.09,909.73,28.06,17.88
3200,2017LIPP01,Benjamin Lippsmeier,720.39,858.61,28.02,21.44
3201,2017FERN27,Rodrigo Mateo,720.55,756.45,28.0,30.93
3202,2018LIYI09,Yihankang Li,720.79,771.36,27.98,29.32
3203,2017INKA01,Korakot Inkaew,721.17,778.41,27.94,28.59
3204,2013HAVI01,Jack Haviland,721.27,782.73,27.93,28.15
3205,2009ROST01,Anton Rostovikov,721.35,791.5,27.92,27.28
3206,2017TAVE01,Hubert Tavernier,721.36,817.0,27.92,24.89
3207,2014BLOU01,Oliver Blount,721.79,774.73,27.87,28.97
3208,2011ZUOL01,Larry Zuo,722.2,791.64,27.82,27.26
3209,2012BELM01,Osvaldo Sánchez,722.29,760.4,27.81,30.49
3210,2017YUAN10,Meng Yuan,722.3,784.41,27.81,27.98
3211,2015HUAN48,Cary Huang,722.66,777.53,27.77,28.68
3212,2018IVRO01,Robert G.,722.76,794.87,27.76,26.95
3213,2018KUZM04,Leonid Kuzmin,722.86,787.6,27.75,27.66
3214,2018NYUL01,Ben Nyul,722.93,757.67,27.74,30.79
3215,2017PODZ01,Modest Podzolkin,723.03,842.28,27.73,22.73
3216,2014USHA01,Uladzislau Ushakov,723.17,848.52,27.72,22.23
3217,2015IVAN03,Oleksandr Ivanchak,723.37,809.73,27.7,25.55
3218,2017LEON05,María José,723.92,766.17,27.64,29.87
3219,2012LIAO01,Jin Liao,723.98,979.7,27.63,14.01
3220,2018JOHN03,Elmer Alexander,724.17,844.89,27.61,22.52
3221,2015HUAN43,Yuchen Huang,724.37,756.32,27.59,30.94
3222,2018GEND02,Benjamin Gendre,725.05,783.86,27.51,28.04
3223,2013DOMI03,Anthony Dominquez,725.23,790.87,27.49,27.34
3224,2011VAND01,Alex VanderGriend,725.46,776.91,27.47,28.74
3225,2016BAIR01,Samuel Baird,725.59,771.68,27.45,29.29
3226,2012ZULK02,Muhammad Zuhair,725.69,784.59,27.44,27.96
3227,2017NARV01,Juan Pablo,725.85,812.65,27.43,25.28
3228,2016BALA15,Jared Balassaitis,725.86,761.04,27.43,30.42
3229,2016DANE01,Marc Danelkewitz,726.07,785.18,27.4,27.9
3230,2019RADA03,Andrey Radaev,726.14,775.59,27.4,28.88
3231,2014GARG01,Parth Garg,726.15,803.93,27.39,26.09
3232,2017SCHM09,Francesco Schmitt,726.27,767.42,27.38,29.74
3233,2018LAKE02,Stefen Lake,726.48,766.97,27.36,29.79
3234,2008KELL02,Everett Kelly,726.57,789.59,27.35,27.47
3235,2010WANG28,Shengqun Wang,726.59,776.85,27.35,28.75
3236,2013VERA03,Andres Armando,726.71,789.27,27.33,27.5
3237,2017LIJI37,Jiankang Li,726.77,784.73,27.33,27.95
3238,2011HAMI01,Ahsanul Insan,726.95,771.06,27.31,29.35
3239,2008SHIE01,Everest Shi,727.07,778.12,27.3,28.62
3240,2019YEEO01,Oscar Wong,727.32,784.49,27.27,27.97
3241,2015LIND08,John Linder,727.35,766.95,27.27,29.79
3242,2019SEMI02,Vladimir Semidyanov,727.4,809.55,27.26,25.57
3243,2014THON02,Đinh Minh,727.55,913.53,27.24,17.64
3244,2013COHE01,Aaron Cohen,727.67,775.86,27.23,28.85
3245,2016LIJI01,Jingbin Li,728.07,870.84,27.19,20.52
3246,2018REIN01,Martin Reinisch,728.13,777.5,27.18,28.68
3247,2017DOWL01,Eoin Dowling,728.2,795.76,27.17,26.86
3248,2012ZAVA01,Michael Zavalza,728.42,787.27,27.15,27.7
3249,2015DENT01,Brigham Dent,728.44,767.42,27.15,29.74
3250,2010INAH01,Naoya Inahara,728.52,790.05,27.14,27.42
3251,2017RODR26,Andrey Lopez,728.67,798.4,27.12,26.61
3252,2016WOJC06,Kacper Wójcik,728.81,840.56,27.11,22.87
3253,2017TESC01,Pedro Henrique,729.15,771.02,27.07,29.36
3254,2016JOHA01,Kabir Johal,729.63,807.73,27.02,25.73
3255,2013SAUR01,Modi Saurav,729.93,782.51,26.99,28.17
3256,2016LEEK09,Kian I.,729.99,794.47,26.98,26.99
3257,2015SPEN01,Sam Spendla,730.34,808.75,26.95,25.64
3258,2010TSEN02,Tsu-Yu Tseng,730.48,781.46,26.93,28.28
3259,2008CASQ01,Jemco Casquejo,730.6,764.89,26.92,30.01
3260,2013OLIV01,Fabiano Pinheiro,730.67,815.22,26.91,25.05
3261,2016HILD02,Maxim Hildt,730.8,768.22,26.9,29.65
3262,2016FUTA01,Ryota Futagami,731.16,780.84,26.86,28.34
3263,2011QUAC01,David Quach,731.36,821.51,26.84,24.49
3264,2017VARU01,Rit Varun,731.76,777.36,26.8,28.7
3265,2017KEHM01,Andrew Kehm,731.81,785.27,26.79,27.9
3266,2018KONG08,Bruce Kong,732.06,823.35,26.76,24.33
3267,2015CLAR03,Andrés Claros,732.35,959.94,26.73,15.0
3268,2015NOVA04,David Novák,732.43,818.48,26.73,24.76
3269,2010TANY01,Yinbing Tan,732.46,786.0,26.72,27.82
3270,2018SKEL01,Patrick Skelley,732.59,781.47,26.71,28.28
3271,2018PARK09,Yeeun Park,732.62,786.78,26.71,27.74
3272,2018NGUY25,Jordan Nguyen,733.03,779.58,26.66,28.47
3273,2017SUTT01,Titus Sutterfield,733.04,767.27,26.66,29.75
3274,2015MAKA01,Kai Ma,733.86,783.05,26.58,28.12
3275,2018KRYV02,Harald Skinnes,733.91,803.83,26.57,26.1
3276,2016STON01,Didi Stone,734.05,775.59,26.56,28.88
3277,2018BRAD08,Michael Bradley,734.15,838.76,26.55,23.02
3278,2018CUTH01,Philip Cuthbertson,734.17,784.1,26.54,28.01
3279,2019AGAR03,Dev Agarwal,734.26,809.96,26.53,25.53
3280,2010BOUV01,Pierre Bouvier,734.35,783.04,26.52,28.12
3281,2018VOGT01,Laurent Vogt,734.47,802.8,26.51,26.19
3282,2011SALE01,Sina Salehpour,734.58,815.73,26.5,25.0
3283,2017BACH09,Gaurav Bachani,734.66,788.74,26.49,27.55
3284,2017SRIV11,Lakshmi Sai,735.11,809.88,26.45,25.54
3285,2009MARC01,Alban Marchal,735.44,799.95,26.41,26.46
3286,2013TOLK01,Christopher Tolksdorf,735.49,777.59,26.41,28.67
3287,2017ARKH01,Mikhail Arkhipov,735.54,823.9,26.4,24.28
3288,2016PARE03,Noah Paredes,736.56,798.69,26.29,26.58
3289,2019AKMA02,Muhammad Al-Hadi,736.75,786.97,26.28,27.73
3290,2018KARA15,Nikolaos Karampelas,736.82,769.48,26.27,29.52
3291,2013ZHUY02,Yanfeng Zhu,737.19,775.25,26.23,28.92
3292,2016UMET02,Satoru Umetsu,737.2,843.86,26.23,22.6
3293,2011QUEZ01,Noel Yzaguirre,737.46,813.18,26.2,25.23
3294,2018PELE01,Gijs Peletier,738.44,783.98,26.1,28.02
3295,2016ISID01,Phil Patrick,738.95,789.78,26.05,27.45
3296,2018CAIR02,Darii Caireac,739.07,784.76,26.04,27.95
3297,2014SHAO01,Yunfei Shao,739.12,780.88,26.03,28.34
3298,2016BOCA01,Russel Bocalbos,739.14,790.86,26.03,27.34
3299,2011RODR03,David Felipe,739.34,798.64,26.01,26.59
3300,2015SETT01,Fabian Settelen,739.59,822.76,25.98,24.38
3301,2013PUTR02,Andi Alvin,739.62,815.87,25.98,24.99
3302,2019ARAU07,Luan Gomes,739.69,791.02,25.97,27.33
3303,2018BURG01,Oscar Burga,739.69,778.47,25.97,28.58
3304,2011LIMR01,Ryan Lim,739.72,808.61,25.97,25.65
3305,2011HERE01,Yannick Tonatiuh,739.96,824.55,25.95,24.22
3306,2011MINI01,Marco Minici,740.26,794.23,25.91,27.01
3307,2017RYUD02,Dongheon Ryu,740.56,811.24,25.88,25.41
3308,2015TENG01,Sebastian Teng,740.59,802.75,25.88,26.2
3309,2018HANS08,Samuel Hanstein,740.94,803.73,25.85,26.11
3310,2008LINC03,Chui-Hsien Lin,741.08,781.03,25.83,28.32
3311,2013SAND03,Arvid Sandström,741.48,801.1,25.79,26.35
3312,2011GOME02,Victor Sinan,741.6,818.96,25.78,24.72
3313,2016YOUG01,Gwee Jia,741.99,791.08,25.74,27.32
3314,2015ROGE02,Ben Rogers,742.08,786.39,25.73,27.78
3315,2019CHEA01,Brodie D.,742.17,782.83,25.72,28.14
3316,2014FILH05,Tácito Sampaio,742.28,787.39,25.71,27.68
3317,2010WANG18,Zihao Wang,743.82,820.4,25.55,24.59
3318,2013SUCH02,Chengming Su,744.05,795.35,25.53,26.9
3319,2016SHUN03,Tan Yan,744.11,782.69,25.52,28.15
3320,2017CAST19,Rwell Shawn,744.66,799.61,25.47,26.5
3321,2018KROE01,Bryan Kroesbeek,744.67,777.67,25.47,28.67
3322,2015CALV03,Monica Beatriz,744.72,824.74,25.46,24.21
3323,2014PATT02,Thomas Patterson,744.73,812.96,25.46,25.25
3324,2018SMIT37,Conor Smith,744.74,806.83,25.46,25.82
3325,2019BLIS01,Liam Harrison,744.78,801.09,25.46,26.35
3326,2017KOTA01,Jacob Kotai,745.0,821.13,25.44,24.52
3327,2015SCHW08,Mika Schwendener,745.12,844.77,25.42,22.53
3328,2017BRAN04,Evan Brandsma,745.13,797.27,25.42,26.72
3329,2013SHER01,Elliot Sherrow,745.24,861.91,25.41,21.19
3330,2016BUST04,Alberto Arturo,746.13,790.62,25.32,27.36
3331,2014RUIZ11,Fernando Ávila,746.39,804.19,25.3,26.06
3332,2014ALVA10,Rafael Alvarez,746.97,814.56,25.24,25.11
3333,2017SUUT01,Juuso Suutari,747.4,836.9,25.2,23.17
3334,2016GILJ01,Javier Gil,747.73,800.64,25.16,26.4
3335,2013MOHA01,Shikhar Mohan,747.86,837.81,25.15,23.1
3336,2011FEBR01,Alvin Febrianth,748.72,796.84,25.07,26.76
3337,2012POHA01,Oleksandr Pohasii,748.84,806.58,25.05,25.84
3338,2018ABRA12,Carl Abrahamsen,749.1,805.58,25.03,25.93
3339,2012GOOD01,Jae Goode,749.18,820.79,25.02,24.55
3340,2014GUAN02,Ping Guan,749.19,789.73,25.02,27.45
3341,2013KASH01,Ankush Kumar,749.23,865.71,25.02,20.9
3342,2014RAOS02,Sachin Krishna,749.39,823.55,25.0,24.31
3343,2019KUDR02,Maxim Kudryashov,749.86,794.46,24.95,26.99
3344,2009SZEP01,Nóra Szepes,749.91,842.56,24.95,22.71
3345,2014GUPT09,Prakhar Gupta,750.25,784.94,24.91,27.93
3346,2015GUTI07,James Gutiérrez,750.28,826.82,24.91,24.03
3347,2009YONG02,Lee Jia,750.45,815.73,24.9,25.0
3348,2016KOPK01,Kai Kopke,750.48,830.7,24.89,23.7
3349,2015EDLE01,Levi Edler,750.48,854.24,24.89,21.78
3350,2013PING01,Anant Pingle,750.52,794.97,24.89,26.94
3351,2016AREL01,Luis Andrei,750.55,851.92,24.89,21.96
3352,2017SOUT01,Emmet Southfield,750.84,795.8,24.86,26.86
3353,2006WLOS01,Paweł Włoszek,750.87,875.04,24.85,20.22
3354,2009MACA01,Matias Macaya,750.95,793.52,24.85,27.08
3355,2016ANTY02,Oleksandr Antypov,751.4,828.17,24.8,23.91
3356,2018QUIR03,Marco Sander,751.44,796.24,24.8,26.82
3357,2017RODR74,Pacifico Rodriguez,751.63,821.97,24.78,24.45
3358,2012THUA02,Phạm Phước,751.68,816.76,24.78,24.91
3359,2015SHAR21,Lakshay Sharma,751.68,852.25,24.78,21.93
3360,2017ZHAZ16,Zixiang Zhang,752.69,796.02,24.68,26.84
3361,2009LUDL02,James Dean,752.92,790.04,24.65,27.42
3362,2014VISA01,Thomas Visaya-Neville,753.3,875.26,24.62,20.2
3363,2016BERG02,Malakai Bergen,753.55,858.03,24.59,21.48
3364,2013KONG01,Xiangjia Kong,754.33,844.3,24.52,22.57
3365,2013WUFA03,Fazhen Wu,754.41,797.01,24.51,26.74
3366,2016XUWE02,Wenjie Xu,754.59,824.43,24.49,24.24
3367,2007BARR01,Kian Barry,754.61,884.08,24.49,19.58
3368,2011SILV02,Franco Silva,754.7,792.69,24.48,27.16
3369,2015COLL08,Jonathan Collins,754.73,811.26,24.48,25.41
3370,2014BENI01,Erick Santillán,755.27,813.15,24.43,25.24
3371,2009LIXI02,Xiaojian Li,756.32,804.4,24.33,26.04
3372,2013MENT01,Anuj Menta,756.58,803.06,24.3,26.17
3373,2010TIAN03,Hongfei Tian,756.67,857.28,24.29,21.54
3374,2011NOAM01,Omry Noam,757.32,808.99,24.23,25.62
3375,2012IVAN03,Fyodor Ivanov,757.34,880.67,24.23,19.82
3376,2012FIRM02,Garuda Firmansyah,757.73,796.35,24.19,26.81
3377,2006ZAHR01,Martin Zahradník,757.97,814.45,24.17,25.12
3378,2014GOYA01,Ayush Goyal,758.1,841.7,24.16,22.78
3379,2016PLEP01,Ansis Plēpis,758.25,809.89,24.14,25.53
3380,2018YART01,Mykhailo Yartsun,758.9,835.9,24.08,23.26
3381,2012CALD03,Daniel Coy,759.18,813.92,24.05,25.17
3382,2018TANA03,Giovanni Tanaka,759.19,820.87,24.05,24.55
3383,2017BAIL07,John Bailey,759.45,794.44,24.03,26.99
3384,2013SANT13,Sergio Torrijos,759.47,809.34,24.03,25.59
3385,2012ENIK01,Todor Enikov,759.68,847.49,24.01,22.31
3386,2019GOTC01,Finn X.,759.69,806.19,24.01,25.88
3387,2017ROLL02,Frederik Rollmann,760.27,825.23,23.95,24.17
3388,2012WANG08,Bo Wang,760.28,809.54,23.95,25.57
3389,2014PATI09,Bhaktij Patil,760.42,843.44,23.94,22.64
3390,2013WALT01,Zak Walters,760.72,865.64,23.91,20.91
3391,2016LEHN01,Philipp Lehnhardt,760.81,799.33,23.9,26.52
3392,2017CANE02,Isai Oswaldo,760.83,887.83,23.9,19.32
3393,2012SANC01,Eric Rios,760.94,816.73,23.89,24.91
3394,2018MORI06,Kou Moriya,761.26,810.57,23.86,25.47
3395,2013LOOS01,Stefan Loosli,761.35,844.85,23.85,22.52
3396,2010ZHAO10,Guang Zhao,761.4,852.12,23.85,21.94
3397,2015VOON01,Liew Yee,761.41,878.53,23.84,19.97
3398,2008LEEF01,Felix Lee,761.64,819.44,23.82,24.67
3399,2016BROD01,Bernhard Brodowsky,762.04,803.28,23.79,26.15
3400,2016MESC01,Brody Meschke,762.29,811.28,23.76,25.41
3401,2011LIMA01,Allyson Dias,762.42,846.84,23.75,22.36
3402,2015YOUN03,Lennon Young,762.6,803.38,23.73,26.14
3403,2016GAMM02,Nikko Gammad,762.63,948.58,23.73,15.6
3404,2014MAIL01,Jesse Mailloux,762.82,918.61,23.71,17.33
3405,2016YAMA06,Kyle Yamamoto,763.82,903.74,23.62,18.26
3406,2018AUME01,Cameron Aume,763.99,803.32,23.6,26.14
3407,2008COUR01,François Courtès,764.61,833.75,23.55,23.44
3408,2016PARV02,Bhaskar Parvatha,765.11,833.65,23.5,23.45
3409,2015JONE07,Oscar Jones,765.28,865.28,23.48,20.94
3410,2014TERE03,Ivan Terekh,765.55,825.73,23.46,24.12
3411,2008BLOH02,Robin Blöhm,765.85,841.62,23.43,22.79
3412,2016TIAN01,Erick Tian,765.94,804.4,23.42,26.04
3413,2019GRIJ01,Jean-Luc Grijt,766.04,981.58,23.41,13.92
3414,2012MORM01,Serhii Mormul,766.11,852.17,23.41,21.94
3415,2008NIIN01,Hideki Niina,766.12,838.12,23.41,23.07
3416,2012BIBA02,Johnley Bibaoco,766.12,814.13,23.41,25.15
3417,2016SALA16,Claudio Ramón,766.31,799.97,23.39,26.46
3418,2008RENY01,Yi Ren,766.87,812.16,23.34,25.33
3419,2018MEIR04,Assylkhan Meirkhanov,767.01,813.41,23.32,25.21
3420,2012VERS02,Robin Verstraten,767.49,849.7,23.28,22.13
3421,2010MLLE02,Thomas Müller,767.79,847.85,23.25,22.28
3422,2016MART78,Brandon Argel,767.87,828.66,23.25,23.87
3423,2009LIAN03,Chester Lian,767.9,832.54,23.24,23.54
3424,2011HENR01,Roberto Henrique,768.19,820.1,23.22,24.61
3425,2011IMAI01,Minato Imai,769.67,863.46,23.08,21.07
3426,2010SHIX01,Xin Shi,770.12,884.57,23.04,19.54
3427,2018LESS01,Hayden C.,770.29,854.64,23.03,21.75
3428,2010TARE01,Teera Tareesuchevakul,770.35,812.35,23.02,25.31
3429,2012PINT01,Jorge Augusto,770.59,853.38,23.0,21.85
3430,2018ONGJ01,Joseph Ong,771.06,827.28,22.96,23.99
3431,2017KEKK01,Alex Kekkonen,771.12,840.28,22.95,22.89
3432,2008JUKK01,Konsta Jukka,771.57,815.32,22.91,25.04
3433,2018DEMC01,Maksim Demchenko,772.15,846.92,22.86,22.36
