Competition,Optimal Length,Optimal Solution,Scramble,Round,Group,Scramble Num
DAIICTOpen2018,4,UF'U'F',R' F R U2 F R U' R' U' F U',1,C,2
GreatLakesChampionship2018,4,R2F2U'R,R F' U2 F' U' R' U' R' U' F R,2,B,2
ICHBBackToSchool2019,4,R'FR'U2,U2 R F' U' R2 U2 R2 U2 R2 U' R,f,B,5
TaiwanChampionship2017,4,F'U'F2U',R' U' F' R U' R F' U' F' R' U,2,B,3
ArCubingFest2018,4,F'RUR',U' R' U F U2 R U' R' U' R U',f,B,4
MPEIOpen2019,4,UF'R'U2,R U' R' U' R F R U' R' U' R,1,G,1
PolishChampionship2021,4,F'UR'U',U' R U' R' U' R U2 R' U R F,d,E,2
SydneyChampionship2016,4,UR'FR,R' F' R2 U' R' U' R' U' R U R,2,B,5
MumbaiSummerOpen2014,4,FR'U'R2,R' U' R U R U' R2 U2 R U' F',f,A,4
ProjectZamosc2018,4,R2FU'R,U R U2 R' U' R' U' R2 U2 F' R2,f,A,1
CliftonWinter2017,4,U'F2R2F',U R' U' R2 F' R' U R' F2 R2 U',d,A,2
NovaOdessaOpen2014,4,R'U'F2U',U' R' U2 F2 R2 U2 R2 U2 R U' R,f,A,1
KaohsiungOpen2016,4,RU'F'U,U' F U2 R U R U' R' U' R' U',1,C,2
WelwynGardenCity2015,4,F'U'FU,U2 R' F R U R' U' F' R U R,1,B,3
FuengirolaCubea2018,4,FUF2U',U R F U' R2 U2 R2 F U2 R U',1,C,2
ChangshaAutumn2019,4,F'UR2U2,U2 R' U' R U' R' F U R' F U',1,C,5
NovemberDaysinMinsk2018,4,UR2U'F,U R' U' R2 F' R' U R U' R2 U',1,A,5
EdmontonLimitedSummer2016,4,RU'R'U,U2 R' U' R U R' U2 R2 U2 R2 U',1,B,2
CroatianOpen2016,4,U'RU'R',R' U2 R2 U2 R' U R U' R' U' R',f,A,4
GrudziadzOpen2016,4,F'URF',U' R F R U R F' U' R2 U' F,f,A,4
OculusCubeOpen2019,4,UR'U'F2,U' R' F' U' R U' R U' R' F' R',1,G,4
SunmarkeDubaiOpenII2017,4,FR'FU2,U' R' F U' F' U R U' R U' F',d,B,3
CanadianOpen2015,4,RU2R2F,R U' R' U' R U2 F' U' R2 F' U2,1,A,1
CanadianChampionship2019,4,UF'R2F2,R F' U' F' R2 F R U R' F' U',d,B,5
OregonStateAlpha2016,4,R2U'FR2,U R U' R2 U F U' F' R U' R,f,A,2
PugetSoundSpring2019,4,RFUR',R2 U' R' U' R' U' R U R F' R',f,A,3
NordicChampionship2018,4,U'F2R'F,R' U2 F' R2 U2 R' U' R' U2 F U,1,A,5
TechweekNZ2017,4,F'R'UF',U' R' U' R' U2 F' R U' R' U' F,f,A,3
LondrinaOpen2017,4,R'UFU2,R U' R' U' R' F R U' F' R U',f,A,5
SydChamps2017,4,R'U2R2F,U2 R F' U' R' U' R' U' F' U' R,1,A,5
